Author,Art,Sale date,Price,Url,Report
Claude Monet,"Le Parlement, coucher de soleil",05.10.1989,"14,300,000","- and https://www.sothebys.com/en/search-results.html?query=Claude Monet Le Parlement, coucher de soleil&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past",Not Found in both Sothby's and Christie's
Donald Judd,Untitled,11.12.2013,"14,165,000",- and https://www.sothebys.com/en/search-results.html?query=Donald Judd Untitled&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Henri Matisse,La serpentine - Femme à la stele - L′araignee,05.10.2000,"14,030,750",- and https://www.sothebys.com/en/search-results.html?query=Henri Matisse La serpentine - Femme à la stele - L′araignee&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Edward Hopper,Chair Car,05.11.2005,"14,016,000",- and https://www.sothebys.com/en/search-results.html?query=Edward Hopper Chair Car&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Claude Monet,NymphéasREPEAT SALE,11.01.2005,"14,016,000",- and https://www.sothebys.com/en/search-results.html?query=Claude Monet Nymphéas&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Frans Hals I,"Portrait of Willem van Heythuysen, seated on a chair and holding a hunting cropREPEAT SALE",07.09.2008,"14,007,842","- and https://www.sothebys.com/en/search-results.html?query=Frans Hals I Portrait of Willem van Heythuysen, seated on a chair and holding a hunting crop&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past",Not Found in both Sothby's and Christie's
Jin Shangyi,Tajik bride,11.16.2013,"13,967,305",- and https://www.sothebys.com/en/search-results.html?query=Jin Shangyi Tajik bride&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Paul Signac,"La Corne d′Or, ConstantinopleREPEAT SALE",02.07.2012,"13,858,400","- and https://www.sothebys.com/en/search-results.html?query=Paul Signac La Corne d′Or, Constantinople&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past",Not Found in both Sothby's and Christie's
Chaïm Soutine,Le boeuf écorché,02.06.2006,"13,829,075",- and https://www.sothebys.com/en/search-results.html?query=Chaïm Soutine Le boeuf écorché&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Joan Miró,L′Oiseau au plumage déployé vole vers l′arbre argentéREPEAT SALE,02.04.2015,"13,794,001",- and https://www.sothebys.com/en/search-results.html?query=Joan Miró L′Oiseau au plumage déployé vole vers l′arbre argenté&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Alberto Giacometti,Grande tête de Diego,05.08.2002,"13,759,500",- and https://www.sothebys.com/en/search-results.html?query=Alberto Giacometti Grande tête de Diego&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Henri Matisse,La vis,11.03.1993,"13,752,500",- and https://www.sothebys.com/en/search-results.html?query=Henri Matisse La vis&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Pierre-Auguste Renoir,Jeune fille au chapeau garni de fleurs des champs,05.09.1989,"13,750,000",- and https://www.sothebys.com/en/search-results.html?query=Pierre-Auguste Renoir Jeune fille au chapeau garni de fleurs des champs&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Zhou Zhimian,Flowers,12.04.2010,"13,616,510",- and https://www.sothebys.com/en/search-results.html?query=Zhou Zhimian Flowers&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Edgar Degas,Les blanchisseuses,11.30.1987,"13,538,462",- and https://www.sothebys.com/en/search-results.html?query=Edgar Degas Les blanchisseuses&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Richard Diebenkorn,Ocean Park # 48,11.14.2012,"13,522,500",- and https://www.sothebys.com/en/search-results.html?query=Richard Diebenkorn Ocean Park # 48&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Andy Warhol,Mao,11.15.2012,"13,522,500",- and https://www.sothebys.com/en/search-results.html?query=Andy Warhol Mao&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Pierre-Auguste Renoir,Les deux soeurs,02.05.2007,"13,475,143",- and https://www.sothebys.com/en/search-results.html?query=Pierre-Auguste Renoir Les deux soeurs&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Pablo Picasso,Tête et main de femme,05.04.2005,"13,456,000",- and https://www.sothebys.com/en/search-results.html?query=Pablo Picasso Tête et main de femme&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Pablo Picasso,Plant de tomates,11.08.2006,"13,456,000",https://www.christies.com/lotfinder/lot/pablo-picasso-plant-de-tomates-4807458-details.aspx?from=searchresults&intObjectID=4807458 and ,Found in both Sothby's and Christie's
Pablo Picasso,Femme assise,06.20.2012,"13,423,471",- and https://www.sothebys.com/en/search-results.html?query=Pablo Picasso Femme assise&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Pablo Picasso,Tête,02.03.2015,"13,376,368",- and https://www.sothebys.com/en/search-results.html?query=Pablo Picasso Tête&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Pablo Picasso,Mousquetaire et nu assis,06.18.2007,"13,322,958",- and https://www.sothebys.com/en/search-results.html?query=Pablo Picasso Mousquetaire et nu assis&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Francis Bacon,Crouching nude,06.29.2011,"13,310,974",- and https://www.sothebys.com/en/search-results.html?query=Francis Bacon Crouching nude&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Qi Baishi,Ode to the morher country,12.03.2012,"13,286,904",- and https://www.sothebys.com/en/search-results.html?query=Qi Baishi Ode to the morher country&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Rembrandt Harmensz van Rijn,A man in a gorget and cap,07.03.2012,"13,234,192",- and https://www.sothebys.com/en/search-results.html?query=Rembrandt Harmensz van Rijn A man in a gorget and cap&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Willem de Kooning,Orestes,11.12.2002,"13,209,500",- and https://www.sothebys.com/en/search-results.html?query=Willem de Kooning Orestes&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Vincent van Gogh,Jeune homme à la casquette,05.11.1995,"13,202,500",- and https://www.sothebys.com/en/search-results.html?query=Vincent van Gogh Jeune homme à la casquette&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Claude Monet,Le jardin de l′artiste a Vetheuil,11.13.1996,"13,202,500",- and https://www.sothebys.com/en/search-results.html?query=Claude Monet Le jardin de l′artiste a Vetheuil&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Claude Monet,Nymphéas,11.13.1996,"13,202,500",- and https://www.sothebys.com/en/search-results.html?query=Claude Monet Nymphéas&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Willem de Kooning,Sail Cloth,05.11.2005,"13,120,000",- and https://www.sothebys.com/en/search-results.html?query=Willem de Kooning Sail Cloth&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Qian Long,An old cypress,12.04.2010,"13,112,195",- and https://www.sothebys.com/en/search-results.html?query=Qian Long An old cypress&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Wu Zuoren,The yellow blooms on the battlefield smell sweeter,05.10.2013,"13,102,000",- and https://www.sothebys.com/en/search-results.html?query=Wu Zuoren The yellow blooms on the battlefield smell sweeter&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Joan Miró,Le coqREPEAT SALE,06.18.2007,"13,101,568",https://www.christies.com/lotfinder/drawings-watercolors/joan-miro-le-coq-4935427-details.aspx?from=searchresults&intObjectID=4935427 and ,Found in both Sothby's and Christie's
Pablo Picasso,Deux femmes et enfant,05.06.2014,"13,045,000",- and https://www.sothebys.com/en/search-results.html?query=Pablo Picasso Deux femmes et enfant&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Marc Chagall,Les trois acrobates,05.08.2013,"13,003,750",https://www.christies.com/lotfinder/paintings/marc-chagall-les-trois-acrobates-5677544-details.aspx?from=searchresults&intObjectID=5677544 and ,Found in both Sothby's and Christie's
Henri de Toulouse-Lautrec,"Fille a la fourrure, mademoiselle Jeanne Fontaine",05.15.1990,"12,980,000","- and https://www.sothebys.com/en/search-results.html?query=Henri de Toulouse-Lautrec Fille a la fourrure, mademoiselle Jeanne Fontaine&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past",Not Found in both Sothby's and Christie's
,The Temple of Jupiter Panellenius Restored,01.29.2009,"12,962,500",- and https://www.sothebys.com/en/search-results.html?query= The Temple of Jupiter Panellenius Restored&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
,Zwei Kerzen,11.10.2010,"12,962,500",https://www.christies.com/lotfinder/paintings/gerhard-richter-zwei-kerzen-5371715-details.aspx?from=searchresults&intObjectID=5371715 and ,Found in both Sothby's and Christie's
Fra Bartolommeo,The Madonna and Child,01.30.2013,"12,962,500",- and https://www.sothebys.com/en/search-results.html?query=Fra Bartolommeo The Madonna and Child&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Ernst Ludwig Kirchner,Dodo mit grossem Fächer,05.09.2007,"12,920,000",- and https://www.sothebys.com/en/search-results.html?query=Ernst Ludwig Kirchner Dodo mit grossem Fächer&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Pablo Picasso,Femmes à la fontaine,11.08.2006,"12,896,000",https://www.christies.com/lotfinder/lot/pablo-picasso-femmes-a-la-fontaine-4807514-details.aspx?from=searchresults&intObjectID=4807514 and ,Found in both Sothby's and Christie's
Canaletto,"The Molo, Venice, from the Bacino di San Marco",07.02.2013,"12,876,435","- and https://www.sothebys.com/en/search-results.html?query=Canaletto The Molo, Venice, from the Bacino di San Marco&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past",Not Found in both Sothby's and Christie's
Jean-Michel Basquiat,Irony of Negro Policeman,06.28.2012,"12,737,263",- and https://www.sothebys.com/en/search-results.html?query=Jean-Michel Basquiat Irony of Negro Policeman&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Paul Gauguin,Incantation,06.23.2003,"12,679,421",- and https://www.sothebys.com/en/search-results.html?query=Paul Gauguin Incantation&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
René Magritte,L′Empire des lumières,05.07.2002,"12,659,500",- and https://www.sothebys.com/en/search-results.html?query=René Magritte L′Empire des lumières&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Rembrandt Harmensz van Rijn,Portrait of a bearded man in a red doubletREPEAT SALE,01.26.2001,"12,656,000",- and https://www.sothebys.com/en/search-results.html?query=Rembrandt Harmensz van Rijn Portrait of a bearded man in a red doublet&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Paul Cézanne,Compotier et assiette de biscuits,11.06.2007,"12,641,000",- and https://www.sothebys.com/en/search-results.html?query=Paul Cézanne Compotier et assiette de biscuits&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Andy Warhol,Liz,05.10.2005,"12,616,000",- and https://www.sothebys.com/en/search-results.html?query=Andy Warhol Liz&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Wassily Kandinsky,Schwarz und Violett,11.05.2013,"12,597,000",- and https://www.sothebys.com/en/search-results.html?query=Wassily Kandinsky Schwarz und Violett&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Andy Warhol,MaoREPEAT SALE,02.12.2014,"12,466,895",- and https://www.sothebys.com/en/search-results.html?query=Andy Warhol Mao&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Yves Klein,Anthropométrie Le buffle,05.11.2010,"12,402,500",- and https://www.sothebys.com/en/search-results.html?query=Yves Klein Anthropométrie Le buffle&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Constantin Brancusi,Une museREPEAT SALE,11.07.2012,"12,402,500",- and https://www.sothebys.com/en/search-results.html?query=Constantin Brancusi Une muse&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Andy Warhol,Nine JackiesREPEAT SALE,11.15.2012,"12,402,500",- and https://www.sothebys.com/en/search-results.html?query=Andy Warhol Nine Jackies&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Henri Matisse,"Femme a L′Ombrelle rouge, assise de profil",10.18.1989,"12,375,000","- and https://www.sothebys.com/en/search-results.html?query=Henri Matisse Femme a L′Ombrelle rouge, assise de profil&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past",Not Found in both Sothby's and Christie's
Andy Warhol,Self-Portrait,11.14.2007,"12,361,000",- and https://www.sothebys.com/en/search-results.html?query=Andy Warhol Self-Portrait&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Michelangelo,The Risen Christ,07.04.2000,"12,320,348",- and https://www.sothebys.com/en/search-results.html?query=Michelangelo The Risen Christ&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Willem de Kooning,Untitled IV,05.13.2008,"12,081,000",- and https://www.sothebys.com/en/search-results.html?query=Willem de Kooning Untitled IV&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Nikolai Konstantinovich Roerich,Madonna Laboris,06.05.2013,"12,065,406",- and https://www.sothebys.com/en/search-results.html?query=Nikolai Konstantinovich Roerich Madonna Laboris&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Attributed To Aqa Mirak,Faridun in the guise of a dragon tests his sons,04.06.2011,"12,039,635",- and https://www.sothebys.com/en/search-results.html?query=Attributed To Aqa Mirak Faridun in the guise of a dragon tests his sons&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Amedeo Modigliani,Jeune fille au béret,02.06.2007,"11,907,236",- and https://www.sothebys.com/en/search-results.html?query=Amedeo Modigliani Jeune fille au béret&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Edgar Degas,Petite danseuse de quatorze ansREPEAT SALE,11.12.1996,"11,882,500",- and https://www.sothebys.com/en/search-results.html?query=Edgar Degas Petite danseuse de quatorze ans&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Pablo Picasso,La statuaire,11.10.1999,"11,827,500",- and https://www.sothebys.com/en/search-results.html?query=Pablo Picasso La statuaire&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Fernand Léger,"Etude pour les constructeurs, fond bleu",11.06.2007,"11,801,000","- and https://www.sothebys.com/en/search-results.html?query=Fernand Léger Etude pour les constructeurs, fond bleu&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past",Not Found in both Sothby's and Christie's
Jeff Koons,Diamond,11.13.2007,"11,801,000",- and https://www.sothebys.com/en/search-results.html?query=Jeff Koons Diamond&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Jeff Koons,"New Hoover Convertibles, New Shelton Wet/Drys 5-Gallon, Double Decker",05.13.2008,"11,801,000","- and https://www.sothebys.com/en/search-results.html?query=Jeff Koons New Hoover Convertibles, New Shelton Wet/Drys 5-Gallon, Double Decker&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past",Not Found in both Sothby's and Christie's
Paul Cézanne,Les grands arbres au Jas de BouffanREPEAT SALE,05.04.2005,"11,776,000",- and https://www.sothebys.com/en/search-results.html?query=Paul Cézanne Les grands arbres au Jas de Bouffan&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Vincent van Gogh,L′allée des Alyscamps,11.04.2003,"11,767,500",- and https://www.sothebys.com/en/search-results.html?query=Vincent van Gogh L′allée des Alyscamps&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Wu Guanzhong,Former residence if Qiu Jin,12.03.2011,"11,754,068",- and https://www.sothebys.com/en/search-results.html?query=Wu Guanzhong Former residence if Qiu Jin&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Claude Monet,Nymphéas,05.06.2008,"11,689,000",- and https://www.sothebys.com/en/search-results.html?query=Claude Monet Nymphéas&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Paul Signac,Arrière du Tub,05.09.2007,"11,688,000",- and https://www.sothebys.com/en/search-results.html?query=Paul Signac Arrière du Tub&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Gustav Klimt,Dame mit facher,05.11.1994,"11,662,500",- and https://www.sothebys.com/en/search-results.html?query=Gustav Klimt Dame mit facher&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Jackson Pollock,"Number 12, 1949REPEAT SALE",05.11.2004,"11,655,500","- and https://www.sothebys.com/en/search-results.html?query=Jackson Pollock Number 12, 1949&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past",Not Found in both Sothby's and Christie's
Zhang Daqian,Lady red whisk,05.10.2013,"11,604,628",- and https://www.sothebys.com/en/search-results.html?query=Zhang Daqian Lady red whisk&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Jeff Koons,Aqualung,05.12.2014,"11,589,000",- and https://www.sothebys.com/en/search-results.html?query=Jeff Koons Aqualung&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Paul Cézanne,Le château noir,11.19.1998,"11,552,500",- and https://www.sothebys.com/en/search-results.html?query=Paul Cézanne Le château noir&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Jackson Pollock,"Number 8, 1950",05.02.1989,"11,550,000","- and https://www.sothebys.com/en/search-results.html?query=Jackson Pollock Number 8, 1950&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past",Not Found in both Sothby's and Christie's
Vincent van Gogh,Carriere pres de Saint-Remy,11.15.1989,"11,550,000",- and https://www.sothebys.com/en/search-results.html?query=Vincent van Gogh Carriere pres de Saint-Remy&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Edgar Degas,Petite danseuse de quatorze ans,06.27.2000,"11,530,460",- and https://www.sothebys.com/en/search-results.html?query=Edgar Degas Petite danseuse de quatorze ans&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Alberto Giacometti,Trois hommes qui marchent IREPEAT SALE,11.06.2008,"11,506,500",- and https://www.sothebys.com/en/search-results.html?query=Alberto Giacometti Trois hommes qui marchent I&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Pompeo Girolamo Batoni,Susanna and the Elders,01.31.2013,"11,394,500",- and https://www.sothebys.com/en/search-results.html?query=Pompeo Girolamo Batoni Susanna and the Elders&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Rembrandt Harmensz van Rijn,Self-portrait with shaded eyes,07.10.2003,"11,381,592",- and https://www.sothebys.com/en/search-results.html?query=Rembrandt Harmensz van Rijn Self-portrait with shaded eyes&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Andy Warhol,Flowers,11.13.2013,"11,365,000",- and https://www.sothebys.com/en/search-results.html?query=Andy Warhol Flowers&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Andy Warhol,12 Mona Lisas,05.14.2014,"11,365,000",- and https://www.sothebys.com/en/search-results.html?query=Andy Warhol 12 Mona Lisas&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Jean-Michel Basquiat and Andy Warhol,Zenith,05.15.2014,"11,365,000",- and https://www.sothebys.com/en/search-results.html?query=Jean-Michel Basquiat and Andy Warhol Zenith&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Andy Warhol,Self-portrait,11.11.2014,"11,365,000",- and https://www.sothebys.com/en/search-results.html?query=Andy Warhol Self-portrait&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Andy Warhol,Self-PortraitREPEAT SALE,11.12.2014,"11,365,000",- and https://www.sothebys.com/en/search-results.html?query=Andy Warhol Self-Portrait&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Amedeo Modigliani,Garçon à la veste bleueREPEAT SALE,06.21.2004,"11,333,824",- and https://www.sothebys.com/en/search-results.html?query=Amedeo Modigliani Garçon à la veste bleue&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Egon Schiele,Selbstbildnis mit Modell,05.08.2013,"11,323,750",- and https://www.sothebys.com/en/search-results.html?query=Egon Schiele Selbstbildnis mit Modell&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
René Magritte,Les jours gigantesques,06.20.2012,"11,314,197",- and https://www.sothebys.com/en/search-results.html?query=René Magritte Les jours gigantesques&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Egon Schiele,Porträt des Malers Anton PeschkaREPEAT SALE,02.05.2001,"11,312,041",- and https://www.sothebys.com/en/search-results.html?query=Egon Schiele Porträt des Malers Anton Peschka&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Kees van Dongen,La gitane,02.02.2010,"11,310,178",- and https://www.sothebys.com/en/search-results.html?query=Kees van Dongen La gitane&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Claude Monet,"Santa Maria della salute et le grand canal, Venise",04.04.1989,"11,309,624","- and https://www.sothebys.com/en/search-results.html?query=Claude Monet Santa Maria della salute et le grand canal, Venise&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past",Not Found in both Sothby's and Christie's
Alberto Giacometti,La Jambe,11.07.2012,"11,282,500",- and https://www.sothebys.com/en/search-results.html?query=Alberto Giacometti La Jambe&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Canaletto,Le retour du bucentaure le jour de l′ascension,12.15.1993,"11,259,300",- and https://www.sothebys.com/en/search-results.html?query=Canaletto Le retour du bucentaure le jour de l′ascension&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Alberto Giacometti,Annette au manteau,11.06.2007,"11,241,000",- and https://www.sothebys.com/en/search-results.html?query=Alberto Giacometti Annette au manteau&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
,Düsenjäger,11.13.2007,"11,241,000",- and https://www.sothebys.com/en/search-results.html?query= Düsenjäger&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Egon Schiele,Kniender Halbakt nach links gebeugt,11.08.2006,"11,216,000",- and https://www.sothebys.com/en/search-results.html?query=Egon Schiele Kniender Halbakt nach links gebeugt&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Willem de Kooning,Spike′s Folly I,11.12.2003,"11,208,000",- and https://www.sothebys.com/en/search-results.html?query=Willem de Kooning Spike′s Folly I&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Vincent van Gogh,Le pont de TrinquetailleREPEAT SALE,11.03.2004,"11,207,500",- and https://www.sothebys.com/en/search-results.html?query=Vincent van Gogh Le pont de Trinquetaille&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Zhang Daqian,Fairy scattering flowers,12.03.2010,"11,178,986",- and https://www.sothebys.com/en/search-results.html?query=Zhang Daqian Fairy scattering flowers&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Pablo Picasso,La maternité,11.27.1989,"11,164,897",- and https://www.sothebys.com/en/search-results.html?query=Pablo Picasso La maternité&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Claude Monet,"Le pont japonais, bassin aux nymphéas",11.28.1988,"11,154,130","- and https://www.sothebys.com/en/search-results.html?query=Claude Monet Le pont japonais, bassin aux nymphéas&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past",Not Found in both Sothby's and Christie's
Pablo Picasso,Femme nue couchée au collierREPEAT SALE,05.06.2014,"11,141,000",- and https://www.sothebys.com/en/search-results.html?query=Pablo Picasso Femme nue couchée au collier&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Richard Diebenkorn,Ocean Park No. 46,05.14.2013,"11,085,000",- and https://www.sothebys.com/en/search-results.html?query=Richard Diebenkorn Ocean Park No. 46&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Alberto Giacometti,Buste,02.05.2008,"11,079,692",- and https://www.sothebys.com/en/search-results.html?query=Alberto Giacometti Buste&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Kees van Dongen,L�Ouled Naïl,02.04.2008,"11,048,217",- and https://www.sothebys.com/en/search-results.html?query=Kees van Dongen L�Ouled Naïl&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Pablo Picasso,Homme assis au fusil,02.04.2008,"11,048,217",- and https://www.sothebys.com/en/search-results.html?query=Pablo Picasso Homme assis au fusil&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
Bernardo Bellotto,"The Grand Canal at the Church of San Stae, Venice",04.19.2007,"11,016,000","- and https://www.sothebys.com/en/search-results.html?query=Bernardo Bellotto The Grand Canal at the Church of San Stae, Venice&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past",Not Found in both Sothby's and Christie's
Joan Miró,Paysage sur les bords du fleuve amour,11.06.2001,"11,006,000",- and https://www.sothebys.com/en/search-results.html?query=Joan Miró Paysage sur les bords du fleuve amour&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past,Not Found in both Sothby's and Christie's
